Canal;Transportadora;UF Origem;Centro;Cli - Nome;NFe;NFe - Dt E;    NFe - Vlr;Cli - Cidade;UF Destino;Resp.Agend;Ocorrências;Prev. Entr;Dt .Agenda;Status;Cli -  Age;Nº Documen
40 - Totaline BR;RODONAVES TRANSPORTES E ENCOMENDAS;SP;B143;FUNDO ESPECIAL DE SAUDE;000212968-1;05.12.2024;17.295,57;Campo Grande;MS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;05.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12699202
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;SOLDI PROMOTORA DE VENDAS LTDA;000230737-1;05.12.2024;4.025,97;Boa Vista;RR;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12699746
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;SOLDI PROMOTORA DE VENDAS LTDA;000230743-1;05.12.2024;7.824,06;Cuiabá;MT;;900-EMISSÃO DE NOTA FISCAL;30.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12700071
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;CONGREGAÇÃO CRISTA NO BRASIL;000230751-1;05.12.2024;16.424,01;Arenápolis;MT;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;30.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12700243
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA;AM;B223;EBAZAR.COM.BR. LTDA;000369423-10;05.12.2024;6.545,06;Cajamar;SP;Grupo C;900-EMISSÃO DE NOTA FISCAL;05.01.2025;13.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12700272
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;EDMILSON RODRIGUES DA SILVA;000801495-4;05.12.2024;181,04;Porto Alegre;RS;;900-EMISSÃO DE NOTA FISCAL;05.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12700350
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;ELTON LEANDRO ALVES FREITAS;000801496-4;05.12.2024;180,17;Esteio;RS;;000-PROCESSO DE TRANSPORTE JÁ INICIADO;05.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12700351
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;WILLIAM SOARES MACHADO;000801497-4;05.12.2024;1.087,92;Sapucaia do Sul;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;05.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12700352
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B143;JBS S/A;000212996-1;06.12.2024;2.250,00;Vilhena;RO;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12703743
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;PROMIL PROMOTORA DE VENDAS LTDA;000230787-1;06.12.2024;4.374,66;Itacoatiara;AM;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12704063
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;GRUPO CASAS BAHIA S/A;000803065-4;06.12.2024;167.199,99;Hidrolândia;GO;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;05.01.2025;09.01.2025;34-NO CLIENTE - AGUARDANDO DESCARGA; X;12704157
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;GRUPO CASAS BAHIA S/A;000803332-4;06.12.2024;2.339,46;Cabo de Santo Agostinho;PE;Grupo A;900-EMISSÃO DE NOTA FISCAL;05.01.2025;;18-EM REAGENDAMENTO; X;12704976
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;GRUPO CASAS BAHIA S/A;000803333-4;06.12.2024;128.917,99;Cabo de Santo Agostinho;PE;Grupo A;900-EMISSÃO DE NOTA FISCAL;05.01.2025;;18-EM REAGENDAMENTO; X;12704977
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;GRUPO CASAS BAHIA S/A;000803334-4;06.12.2024;13.616,20;Cabo de Santo Agostinho;PE;Grupo A;900-EMISSÃO DE NOTA FISCAL;05.01.2025;;18-EM REAGENDAMENTO; X;12704978
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;GRUPO CASAS BAHIA S/A;000803335-4;06.12.2024;212.799,99;Cabo de Santo Agostinho;PE;Grupo A;900-EMISSÃO DE NOTA FISCAL;05.01.2025;;18-EM REAGENDAMENTO; X;12704979
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B146;JESSICA RICHTER TORRADO;000159340-1;06.12.2024;1.859,84;Bandeirantes;PR;;209-DATA DE SAÍDA DA TRANSPORTADORA;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12705851
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;LOJAS AVENIDA S/A;000369501-10;06.12.2024;24.359,49;Campo Grande;MS;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12705988
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;RODRIGO ELETRO LTDA;000016901-35;06.12.2024;1.406,38;Colinas;MA;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12706026
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;MINERACAO RIO DO NORTE S/A;000369519-10;06.12.2024;5.200,00;Oriximiná;PA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12706030
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;LOJAS AVENIDA S/A;000369521-10;06.12.2024;8.119,85;Eunápolis;BA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12706039
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;BRT AR CONDICIONADO LTDA;000369522-10;06.12.2024;10.038,26;Brasília;DF;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12706040
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;BRT AR CONDICIONADO LTDA;000016902-35;06.12.2024;302,27;Brasília;DF;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12706042
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B223;MICROTECNICA INFORMATICA LTDA;000369525-10;06.12.2024;451,67;Brasília;DF;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO); X;12706045
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;GERSON REGIS ROCKENBACH;000803819-4;06.12.2024;1.059,25;Sapucaia do Sul;RS;;098-CHEGADA NA CIDADE OU FILIAL DE DESTINO;05.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12707328
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B119;TECIDOS E ARM. MIGUEL BARTOLOMEU S/;000052551-1;07.12.2024;132.903,08;Contagem;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;06.01.2025;;34-NO CLIENTE - AGUARDANDO DESCARGA;;12710277
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;MINERACAO RIO DO NORTE S/A;000369527-10;09.12.2024;2.600,00;Oriximiná;PA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12714136
10 - BSS;MODULAR TRANSPORTES LTDA;SC;B119;LOJA BONSUCESSO LTDA;000052609-1;09.12.2024;37.567,61;Coelho Neto;MA;;098-CHEGADA NA CIDADE OU FILIAL DE DESTINO;07.01.2025;;03-AGUARDANDO RETORNO CLIENTE - 1° AGENDA;;12714331
40 - Totaline BR;MODULAR TRANSPORTES LTDA;DF;B156;ARA HOTEIS LTDA;000008621-1;09.12.2024;1.450,00;Ipojuca;PE;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;08.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12714370
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B143;PRG CLIM, I. E EXPORTACAO LTDA ME;000213052-1;09.12.2024;3.821,40;Porto Velho;RO;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12714729
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B143;TECNOFRIO COMERCIO LTDA;000213086-1;09.12.2024;1.797,87;Macapá;AP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;11.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12716601
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;JAIRO WASTERLUND;000805872-4;09.12.2024;700;São Leopoldo;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;05.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12717863
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;AG EST. DE TEC. DA INFORMACAO - ATI;000805886-4;09.12.2024;5.165,49;Recife;PE;;900-EMISSÃO DE NOTA FISCAL;05.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12717877
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;CRICIÚMA ELETRO CLIM.E ELET.LTDA ME;000877230-1;10.12.2024;3.064,17;Criciúma;SC;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12718084
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;SR INTERIORES LTDA;000805996-4;10.12.2024;1.252,96;Cuiabá;MT;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12718090
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;B2G VIX COM. DE PROD. E EQUIP. LTDA;000806001-4;10.12.2024;53.983,72;Itueta;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;06.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12718095
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;BAGATOLI COMERCIO DE REFR. LTDA;000369603-10;10.12.2024;88.174,77;Serra;ES;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12719600
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;GHSM GERENC. HOTELEIRO LTDA;000369605-10;10.12.2024;21.230,98;Salvador;BA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12719602
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;HLB DISTRIBUIDORA LTDA;000369612-10;10.12.2024;19.301,55;Serra;ES;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12719612
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;PITAGORAS S. DE ED. SUP. SOC. S/A;000369621-10;10.12.2024;9.478,56;Eunápolis;BA;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12719626
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;BRUMIL SERVICOS E COMERCIO LTDA;000230832-1;10.12.2024;614,52;Cuiabá;MT;;900-EMISSÃO DE NOTA FISCAL;30.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12720118
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B143;HOSPITAL SAO DOMINGOS LTDA;000213128-1;10.12.2024;22.499,99;São Luís;MA;;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12722353
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA;AM;B223;AMAZON SERV. DE VAR. DO BR LTDA;000369637-10;10.12.2024;12.180,19;Cabo de Santo Agostinho;PE;Grupo C;901-NOTA FISCAL AUTORIZADA NA SEFAZ;09.01.2025;09.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12722361
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B223;SOLDI PROMOTORA DE VENDAS LTDA;000369639-10;10.12.2024;400,01;Duque de Caxias;RJ;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12722364
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;J DE O NOGUEIRA & CIA LTDA;000369642-10;10.12.2024;7.042,62;Altamira;PA;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12722368
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;REFRIAR REFRIGERAÇÃO EIRELI ME;000369649-10;10.12.2024;24.863,65;Limeira;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12722380
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;SR INTERIORES LTDA;000016907-35;10.12.2024;1.652,78;Cuiabá;MT;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12722382
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;ARCLEAN COM. E SERV. DE REFR. LTDA;000016908-35;10.12.2024;744,35;Aracaju;SE;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12722385
10 - BSS;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;LABORIAL EMPR. E REALIZ. IMOB. LTDA;000369650-10;10.12.2024;20.436,90;Rio de Janeiro;RJ;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12722386
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ANHANGUERA ED. PARTICIPACOES S/A;000369654-10;10.12.2024;9.478,54;São João de Meriti;RJ;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12722395
10 - BSS;MODULAR TRANSPORTES LTDA;SC;B119;LOJA BONSUCESSO LTDA;000052695-1;10.12.2024;1.557,68;Coelho Neto;MA;;098-CHEGADA NA CIDADE OU FILIAL DE DESTINO;08.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12722492
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;SP;B142;LOJAS AVENIDA S/A;000230856-1;10.12.2024;458,99;Parauapebas;PA;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12722605
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;CARREFOUR COMERCIO E INDUSTRIA LTDA;000806271-4;10.12.2024;173.971,43;Osasco;SP;Grupo B;900-EMISSÃO DE NOTA FISCAL;16.12.2024;14.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12722685
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B119;GRUPO CASAS BAHIA S/A;000052699-1;10.12.2024;389.462,34;Itajaí;SC;Grupo A;900-EMISSÃO DE NOTA FISCAL;13.01.2025;13.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12723438
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;GRUPO CASAS BAHIA S/A;000806512-4;11.12.2024;12.179,98;Maracanaú;CE;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;05.01.2025;09.01.2025;34-NO CLIENTE - AGUARDANDO DESCARGA; X;12723920
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B119;LOJAS SIMONETTI LTDA;000052713-1;11.12.2024;153.443,77;Pinheiros;ES;Grupo C;900-EMISSÃO DE NOTA FISCAL;05.01.2025;;03-AGUARDANDO RETORNO CLIENTE - 1° AGENDA; X;12724035
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B119;LOJAS SIMONETTI LTDA;000052714-1;11.12.2024;163.393,33;Pinheiros;ES;Grupo C;900-EMISSÃO DE NOTA FISCAL;05.01.2025;;03-AGUARDANDO RETORNO CLIENTE - 1° AGENDA; X;12724036
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B119;LOJAS SIMONETTI LTDA;000052715-1;11.12.2024;163.393,33;Pinheiros;ES;Grupo C;900-EMISSÃO DE NOTA FISCAL;05.01.2025;;03-AGUARDANDO RETORNO CLIENTE - 1° AGENDA; X;12724038
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B119;LOJAS SIMONETTI LTDA;000052716-1;11.12.2024;163.393,33;Pinheiros;ES;Grupo C;900-EMISSÃO DE NOTA FISCAL;05.01.2025;;03-AGUARDANDO RETORNO CLIENTE - 1° AGENDA; X;12724039
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B121;CARREFOUR COMERCIO E INDUSTRIA LTDA;000806597-4;11.12.2024;34.066,23;Osasco;SP;Grupo B;900-EMISSÃO DE NOTA FISCAL;06.01.2025;14.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12724246
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIVERSIDADE ESTADUAL DE MARINGA;000369720-10;11.12.2024;22.342,47;Maringá;PR;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724289
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIVERSIDADE ESTADUAL DE MARINGA;000369724-10;11.12.2024;22.342,47;Maringá;PR;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724295
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIVERSIDADE ESTADUAL DE MARINGA;000369725-10;11.12.2024;14.894,98;Maringá;PR;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724296
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIVERSIDADE ESTADUAL DE MARINGA;000369727-10;11.12.2024;14.894,98;Maringá;PR;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724298
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIVERSIDADE ESTADUAL DE MARINGA;000369728-10;11.12.2024;22.342,47;Maringá;PR;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724299
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIVERSIDADE ESTADUAL DE MARINGA;000369729-10;11.12.2024;7.447,49;Maringá;PR;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724301
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIVERSIDADE ESTADUAL DE MARINGA;000369734-10;11.12.2024;7.447,49;Maringá;PR;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724315
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIVERSIDADE ESTADUAL DE MARINGA;000369736-10;11.12.2024;7.447,49;Maringá;PR;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724317
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIVERSIDADE ESTADUAL DE MARINGA;000369737-10;11.12.2024;29.789,95;Maringá;PR;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724318
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIVERSIDADE ESTADUAL DE MARINGA;000369738-10;11.12.2024;7.447,49;Maringá;PR;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724320
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIVERSIDADE ESTADUAL DE MARINGA;000369739-10;11.12.2024;7.447,49;Maringá;PR;;900-EMISSÃO DE NOTA FISCAL;09.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724322
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B223;POLICIA MILITAR DO ACRE;000369750-10;11.12.2024;8.525,14;Rio Branco;AC;;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724338
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B223;FUNDO MUNICIPAL DE SAUDE - FMS;000369751-10;11.12.2024;2.756,14;Palmas;TO;;900-EMISSÃO DE NOTA FISCAL;07.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12724339
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;XVENDAS REFRIGERACAO LTDA;000369760-10;11.12.2024;339.821,57;Serra;ES;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;11.01.2025;11.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12725521
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;RIQUENA NETO AR CONDICIONADO LTDA;000369774-10;11.12.2024;164.121,94;Serra;ES;Grupo C;901-NOTA FISCAL AUTORIZADA NA SEFAZ;02.01.2025;24.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12726140
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;RIQUENA NETO AR CONDICIONADO LTDA;000369775-10;11.12.2024;108.945,90;Serra;ES;Grupo C;900-EMISSÃO DE NOTA FISCAL;02.01.2025;24.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12726142
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;RIQUENA NETO AR CONDICIONADO LTDA;000369776-10;11.12.2024;44.149,72;Serra;ES;Grupo C;900-EMISSÃO DE NOTA FISCAL;02.01.2025;24.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12726144
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;RIQUENA NETO AR CONDICIONADO LTDA;000369777-10;11.12.2024;16.587,21;Serra;ES;Grupo C;901-NOTA FISCAL AUTORIZADA NA SEFAZ;02.01.2025;24.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12726145
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;RIQUENA NETO AR CONDICIONADO LTDA;000369778-10;11.12.2024;33.174,42;Serra;ES;Grupo C;900-EMISSÃO DE NOTA FISCAL;02.01.2025;24.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12726147
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;RIQUENA NETO AR CONDICIONADO LTDA;000369779-10;11.12.2024;69.666,28;Serra;ES;Grupo C;900-EMISSÃO DE NOTA FISCAL;02.01.2025;24.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12726149
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;RIQUENA NETO AR CONDICIONADO LTDA;000369780-10;11.12.2024;49.561,04;Serra;ES;Grupo C;900-EMISSÃO DE NOTA FISCAL;02.01.2025;24.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12726150
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B216;RIQUENA NETO AR CONDICIONADO LTDA;000016919-35;11.12.2024;2.522,72;Serra;ES;Grupo C;901-NOTA FISCAL AUTORIZADA NA SEFAZ;02.01.2025;24.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12726155
20 - Midea;BUIATTE TRANSPORTES E LOGISTICA LTD;SC;B119;MAGAZINE LUIZA S/A;000052762-1;11.12.2024;173.517,73;Guarulhos;SP;Grupo A;900-EMISSÃO DE NOTA FISCAL;05.01.2025;13.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12726588
40 - Totaline BR;EMPRESA BRASILEIRA DE CORREIOS E TE CORREIOS;CE;B153;NAIARA TAVARES DIAS DAREZZO;000028486-1;11.12.2024;262,5;Mauriti;CE;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;05.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12726745
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B143;J. COLETTO DA SILVA NOGUEIRA LTDA;000213189-1;11.12.2024;5.091,99;Altamira;PA;;900-EMISSÃO DE NOTA FISCAL;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12726988
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;CRISTIANO POCAHY LOPES;000806771-4;11.12.2024;3.757,28;Sapucaia do Sul;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12727979
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;NEITZKE E CIA LTDA;000806772-4;11.12.2024;10.814,43;Sinimbu;RS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12727980
40 - Totaline BR;MODULAR TRANSPORTES LTDA;SC;B121;F. MUN. DE ED. DO M. DE MONTEIRO;000806774-4;11.12.2024;6.677,65;Monteiro;PB;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12727982
